Number of Stops,Stops,Wheat Delivered (kg)
3,"6,21,56",46
3,"6,22,46",46
3,"6,22,55",46
3,"6,23,46",46
3,"6,23,54",46
3,"6,24,46",46
3,"6,24,53",46
3,"6,25,46",46
3,"6,25,52",46
3,"6,26,51",46
3,"6,27,50",46
3,"7,17,46",46
3,"7,18,46",46
3,"7,18,54",46
3,"7,19,46",46
3,"7,20,46",46
3,"7,20,57",46
3,"7,21,46",46
3,"7,21,56",46
3,"7,22,46",46
3,"7,22,55",46
3,"7,23,46",46
3,"7,23,54",46
3,"7,24,46",46
3,"7,24,53",46
3,"7,25,46",46
3,"7,25,52",46
3,"7,26,46",46
3,"7,26,51",46
3,"7,27,50",46
3,"8,17,46",46
3,"8,18,46",46
3,"8,18,54",46
3,"8,19,46",46
3,"8,20,46",46
3,"8,20,57",46
3,"8,21,46",46
3,"8,21,56",46
3,"8,22,46",46
3,"8,22,55",46
3,"8,23,46",46
3,"8,23,54",46
3,"8,24,46",46
3,"8,24,53",46
3,"8,25,46",46
3,"8,25,52",46
3,"8,26,46",46
3,"8,26,51",46
3,"8,27,50",46
3,"8,28,49",46
3,"9,19,46",46
3,"9,20,46",46
3,"9,20,57",46
3,"9,21,46",46
3,"9,21,56",46
3,"9,22,46",46
3,"9,22,55",46
3,"9,23,46",46
3,"9,23,54",46
3,"9,24,46",46
3,"9,24,53",46
3,"9,25,46",46
3,"9,25,52",46
3,"9,26,46",46
3,"9,26,51",46
3,"9,27,46",46
3,"9,27,50",46
3,"9,28,49",46
3,"10,21,46",46
3,"10,21,56",46
3,"10,22,46",46
3,"10,22,55",46
3,"10,23,46",46
3,"10,23,54",46
3,"10,24,46",46
3,"10,24,53",46
3,"10,25,46",46
3,"10,25,52",46
3,"10,26,46",46
3,"10,26,51",46
3,"10,27,46",46
3,"10,27,50",46
3,"10,28,49",46
3,"11,23,46",46
3,"11,23,54",46
3,"11,24,46",46
3,"11,24,53",46
3,"11,25,46",46
3,"11,25,52",46
3,"11,26,46",46
3,"11,26,51",46
3,"11,27,46",46
3,"11,27,50",46
3,"11,28,46",46
3,"11,28,49",46
3,"11,29,48",46
3,"12,25,46",46
3,"12,25,52",46
3,"12,26,46",46
3,"12,26,51",46
3,"12,27,46",46
3,"12,27,50",46
3,"12,28,46",46
3,"12,28,49",46
3,"12,29,48",46
3,"13,27,46",46
3,"13,27,50",46
3,"13,28,46",46
3,"13,28,49",46
3,"13,29,46",46
3,"13,29,48",46
3,"14,29,46",46
3,"14,29,48",46
3,"14,30,47",46
3,"15,46,78",46
3,"15,46,79",46
3,"15,46,80",46
3,"15,46,81",46
3,"15,46,82",46
3,"15,46,83",46
3,"15,46,84",46
3,"15,46,85",46
3,"15,46,86",46
3,"15,46,87",46
3,"15,46,88",46
3,"15,46,89",46
3,"15,46,90",46
3,"15,46,91",46
3,"15,46,92",46
3,"15,46,93",46
3,"15,46,94",46
3,"15,46,95",46
3,"15,46,96",46
3,"15,46,97",46
3,"15,46,98",46
3,"15,46,99",46
3,"16,33,51",46
3,"16,46,77",46
3,"16,46,78",46
3,"16,46,79",46
3,"16,46,80",46
3,"16,46,81",46
3,"16,46,82",46
3,"16,46,83",46
3,"16,46,84",46
3,"16,46,85",46
3,"16,46,86",46
3,"16,46,87",46
3,"16,46,88",46
3,"16,46,89",46
3,"16,46,90",46
3,"16,46,91",46
3,"16,46,92",46
3,"16,46,93",46
3,"16,46,94",46
3,"16,46,95",46
3,"16,46,96",46
3,"16,46,97",46
3,"16,46,98",46
3,"16,46,99",46
3,"16,51,87",46
3,"16,51,88",46
3,"16,51,89",46
3,"16,51,90",46
3,"16,51,91",46
3,"16,51,92",46
3,"16,51,93",46
3,"16,51,94",46
3,"16,51,95",46
3,"16,51,96",46
3,"16,51,97",46
3,"16,51,98",46
3,"16,51,99",46
3,"17,46,76",46
3,"17,46,77",46
3,"17,46,78",46
3,"17,46,79",46
3,"17,46,80",46
3,"17,46,81",46
3,"17,46,82",46
3,"17,46,83",46
3,"17,46,84",46
3,"17,46,85",46
3,"17,46,86",46
3,"17,46,87",46
3,"17,46,88",46
3,"17,46,89",46
3,"17,46,90",46
3,"17,46,91",46
3,"17,46,92",46
3,"17,46,93",46
3,"17,46,94",46
3,"17,46,95",46
3,"17,46,96",46
3,"17,46,97",46
3,"17,46,98",46
3,"17,46,99",46
3,"18,46,75",46
3,"18,46,76",46
3,"18,46,77",46
3,"18,46,78",46
3,"18,46,79",46
3,"18,46,80",46
3,"18,46,81",46
3,"18,46,82",46
3,"18,46,83",46
3,"18,46,84",46
3,"18,46,85",46
3,"18,46,86",46
3,"18,46,87",46
3,"18,46,88",46
3,"18,46,89",46
3,"18,46,90",46
3,"18,46,91",46
3,"18,46,92",46
3,"18,46,93",46
3,"18,46,94",46
3,"18,46,95",46
3,"18,46,96",46
3,"18,46,97",46
3,"18,46,98",46
3,"18,46,99",46
3,"18,54,91",46
3,"18,54,92",46
3,"18,54,93",46
3,"18,54,94",46
3,"18,54,95",46
3,"18,54,96",46
3,"18,54,97",46
3,"18,54,98",46
3,"18,54,99",46
3,"19,46,74",46
3,"19,46,75",46
3,"19,46,76",46
3,"19,46,77",46
3,"19,46,78",46
3,"19,46,79",46
3,"19,46,80",46
3,"19,46,81",46
3,"19,46,82",46
3,"19,46,83",46
3,"19,46,84",46
3,"19,46,85",46
3,"19,46,86",46
3,"19,46,87",46
3,"19,46,88",46
3,"19,46,89",46
3,"19,46,90",46
3,"19,46,91",46
3,"19,46,92",46
3,"19,46,93",46
3,"19,46,94",46
3,"19,46,95",46
3,"19,46,96",46
3,"19,46,97",46
3,"19,46,98",46
3,"19,46,99",46
3,"20,46,73",46
3,"20,46,74",46
3,"20,46,75",46
3,"20,46,76",46
3,"20,46,77",46
3,"20,46,78",46
3,"20,46,79",46
3,"20,46,80",46
3,"20,46,81",46
3,"20,46,82",46
3,"20,46,83",46
3,"20,46,84",46
3,"20,46,85",46
3,"20,46,86",46
3,"20,46,87",46
3,"20,46,88",46
3,"20,46,89",46
3,"20,46,90",46
3,"20,46,91",46
3,"20,46,92",46
3,"20,46,93",46
3,"20,46,94",46
3,"20,46,95",46
3,"20,46,96",46
3,"20,46,97",46
3,"20,46,98",46
3,"20,46,99",46
3,"20,57,95",46
3,"20,57,96",46
3,"20,57,97",46
3,"20,57,98",46
3,"20,57,99",46
3,"21,46,72",46
3,"21,46,73",46
3,"21,46,74",46
3,"21,46,75",46
3,"21,46,76",46
3,"21,46,77",46
3,"21,46,78",46
3,"21,46,79",46
3,"21,46,80",46
3,"21,46,81",46
3,"21,46,82",46
3,"21,46,83",46
3,"21,46,84",46
3,"21,46,85",46
3,"21,46,86",46
3,"21,46,87",46
3,"21,46,88",46
3,"21,46,89",46
3,"21,46,90",46
3,"21,46,91",46
3,"21,46,92",46
3,"21,46,93",46
3,"21,46,94",46
3,"21,46,95",46
3,"21,46,96",46
3,"21,46,97",46
3,"21,46,98",46
3,"21,46,99",46
3,"21,56,92",46
3,"21,56,93",46
3,"21,56,94",46
3,"21,56,95",46
3,"21,56,96",46
3,"21,56,97",46
3,"21,56,98",46
3,"21,56,99",46
3,"22,46,71",46
3,"22,46,72",46
3,"22,46,73",46
3,"22,46,74",46
3,"22,46,75",46
3,"22,46,76",46
3,"22,46,77",46
3,"22,46,78",46
3,"22,46,79",46
3,"22,46,80",46
3,"22,46,81",46
3,"22,46,82",46
3,"22,46,83",46
3,"22,46,84",46
3,"22,46,85",46
3,"22,46,86",46
3,"22,46,87",46
3,"22,46,88",46
3,"22,46,89",46
3,"22,46,90",46
3,"22,46,91",46
3,"22,46,92",46
3,"22,46,93",46
3,"22,46,94",46
3,"22,46,95",46
3,"22,46,96",46
3,"22,46,97",46
3,"22,46,98",46
3,"22,46,99",46
3,"22,55,89",46
3,"22,55,90",46
3,"22,55,91",46
3,"22,55,92",46
3,"22,55,93",46
3,"22,55,94",46
3,"22,55,95",46
3,"22,55,96",46
3,"22,55,97",46
3,"22,55,98",46
3,"22,55,99",46
3,"23,54,86",46
3,"23,54,87",46
3,"23,54,88",46
3,"23,54,89",46
3,"23,54,90",46
3,"23,54,91",46
3,"23,54,92",46
3,"23,54,93",46
3,"23,54,94",46
3,"23,54,95",46
3,"23,54,96",46
3,"23,54,97",46
3,"23,54,98",46
3,"23,54,99",46
3,"24,53,83",46
3,"24,53,84",46
3,"24,53,85",46
3,"24,53,86",46
3,"24,53,87",46
3,"24,53,88",46
3,"24,53,89",46
3,"24,53,90",46
3,"24,53,91",46
3,"24,53,92",46
3,"24,53,93",46
3,"24,53,94",46
3,"24,53,95",46
3,"24,53,96",46
3,"24,53,97",46
3,"24,53,98",46
3,"24,53,99",46
3,"25,52,80",46
3,"25,52,81",46
3,"25,52,82",46
3,"25,52,83",46
3,"25,52,84",46
3,"25,52,85",46
3,"25,52,86",46
3,"25,52,87",46
3,"25,52,88",46
3,"25,52,89",46
3,"25,52,90",46
3,"25,52,91",46
3,"25,52,92",46
3,"25,52,93",46
3,"25,52,94",46
3,"25,52,95",46
3,"25,52,96",46
3,"25,52,97",46
3,"25,52,98",46
3,"25,52,99",46
4,"1,3,16,46",46
4,"1,3,16,51",46
4,"1,3,17,46",46
4,"1,3,18,46",46
4,"1,3,18,54",46
4,"1,3,19,46",46
4,"1,3,20,46",46
4,"1,3,20,57",46
4,"1,3,21,46",46
4,"1,3,21,56",46
4,"1,3,22,46",46
4,"1,3,22,55",46
4,"1,3,23,46",46
4,"1,3,23,54",46
4,"1,3,24,46",46
4,"1,3,24,53",46
4,"1,3,25,52",46
4,"1,3,26,51",46
4,"1,4,16,46",46
4,"1,4,16,51",46
4,"1,4,17,46",46
4,"1,4,18,46",46
4,"1,4,18,54",46
4,"1,4,19,46",46
4,"1,4,20,46",46
4,"1,4,20,57",46
4,"1,4,21,46",46
4,"1,4,21,56",46
4,"1,4,22,46",46
4,"1,4,22,55",46
4,"1,4,23,46",46
4,"1,4,23,54",46
4,"1,4,24,46",46
4,"1,4,24,53",46
4,"1,4,25,52",46
4,"1,4,26,51",46
4,"1,5,16,46",46
4,"1,5,16,51",46
4,"1,5,17,46",46
4,"1,5,18,46",46
4,"1,5,18,54",46
4,"1,5,19,46",46
4,"1,5,20,46",46
4,"1,5,20,57",46
4,"1,5,21,46",46
4,"1,5,21,56",46
4,"1,5,22,46",46
4,"1,5,22,55",46
4,"1,5,23,46",46
4,"1,5,23,54",46
4,"1,5,24,46",46
4,"1,5,24,53",46
4,"1,5,25,46",46
4,"1,5,25,52",46
4,"1,5,26,51",46
4,"1,5,27,50",46
4,"1,6,16,46",46
4,"1,6,16,51",46
4,"1,6,17,46",46
4,"1,6,18,46",46
4,"1,6,18,54",46
4,"1,6,19,46",46
4,"1,6,20,46",46
4,"1,6,20,57",46
4,"1,6,21,46",46
4,"1,6,21,56",46
4,"1,6,22,46",46
4,"1,6,22,55",46
4,"1,6,23,46",46
4,"1,6,23,54",46
4,"1,6,24,46",46
4,"1,6,24,53",46
4,"1,6,25,46",46
4,"1,6,25,52",46
4,"1,6,26,51",46
4,"1,6,27,50",46
4,"1,7,17,46",46
4,"1,7,18,46",46
4,"1,7,18,54",46
4,"1,7,19,46",46
4,"1,7,20,46",46
4,"1,7,20,57",46
4,"1,7,21,46",46
4,"1,7,21,56",46
4,"1,7,22,46",46
4,"1,7,22,55",46
4,"1,7,23,46",46
4,"1,7,23,54",46
4,"1,7,24,46",46
4,"1,7,24,53",46
4,"1,7,25,46",46
4,"1,7,25,52",46
4,"1,7,26,46",46
4,"1,7,26,51",46
4,"1,7,27,50",46
4,"1,8,17,46",46
4,"1,8,18,46",46
4,"1,8,18,54",46
4,"1,8,19,46",46
4,"1,8,20,46",46
4,"1,8,20,57",46
4,"1,8,21,46",46
4,"1,8,21,56",46
4,"1,8,22,46",46
4,"1,8,22,55",46
4,"1,8,23,46",46
4,"1,8,23,54",46
4,"1,8,24,46",46
4,"1,8,24,53",46
4,"1,8,25,46",46
4,"1,8,25,52",46
4,"1,8,26,46",46
4,"1,8,26,51",46
4,"1,8,27,50",46
4,"1,8,28,49",46
4,"1,9,18,46",46
4,"1,9,18,54",46
4,"1,9,19,46",46
4,"1,9,20,46",46
4,"1,9,20,57",46
4,"1,9,21,46",46
4,"1,9,21,56",46
4,"1,9,22,46",46
4,"1,9,22,55",46
4,"1,9,23,46",46
4,"1,9,23,54",46
4,"1,9,24,46",46
4,"1,9,24,53",46
4,"1,9,25,46",46
4,"1,9,25,52",46
4,"1,9,26,46",46
4,"1,9,26,51",46
4,"1,9,27,46",46
4,"1,9,27,50",46
4,"1,9,28,49",46
4,"1,10,20,46",46
4,"1,10,20,57",46
4,"1,10,21,46",46
4,"1,10,21,56",46
4,"1,10,22,46",46
4,"1,10,22,55",46
4,"1,10,23,46",46
4,"1,10,23,54",46
4,"1,10,24,46",46
4,"1,10,24,53",46
4,"1,10,25,46",46
4,"1,10,25,52",46
4,"1,10,26,46",46
4,"1,10,26,51",46
4,"1,10,27,46",46
4,"1,10,27,50",46
4,"1,10,28,49",46
4,"1,11,22,46",46
4,"1,11,22,55",46
4,"1,11,23,46",46
4,"1,11,23,54",46
4,"1,11,24,46",46
4,"1,11,24,53",46
4,"1,11,25,46",46
4,"1,11,25,52",46
4,"1,11,26,46",46
4,"1,11,26,51",46
4,"1,11,27,46",46
4,"1,11,27,50",46
4,"1,11,28,46",46
4,"1,11,28,49",46
4,"1,11,29,48",46
4,"1,12,24,46",46
4,"1,12,24,53",46
4,"1,12,25,46",46
4,"1,12,25,52",46
4,"1,12,26,46",46
4,"1,12,26,51",46
4,"1,12,27,46",46
4,"1,12,27,50",46
4,"1,12,28,46",46
4,"1,12,28,49",46
4,"1,12,29,48",46
4,"1,13,26,46",46
4,"1,13,26,51",46
4,"1,13,27,46",46
4,"1,13,27,50",46
4,"1,13,28,46",46
4,"1,13,28,49",46
4,"1,13,29,46",46
4,"1,13,29,48",46
4,"1,14,28,46",46
4,"1,14,28,49",46
4,"1,14,29,46",46
4,"1,14,29,48",46
4,"1,14,30,47",46
4,"1,15,30,46",46
4,"1,15,46,78",46
4,"1,15,46,79",46
4,"1,15,46,80",46
4,"1,15,46,81",46
4,"1,15,46,82",46
4,"1,15,46,83",46
4,"1,15,46,84",46
4,"1,15,46,85",46
4,"1,15,46,86",46
4,"1,15,46,87",46
4,"1,15,46,88",46
4,"1,15,46,89",46
4,"1,15,46,90",46
4,"1,15,46,91",46
4,"1,15,46,92",46
4,"1,15,46,93",46
4,"1,15,46,94",46
4,"1,15,46,95",46
4,"1,15,46,96",46
4,"1,15,46,97",46
4,"1,15,46,98",46
4,"1,15,46,99",46
4,"1,16,32,51",46
4,"1,16,33,51",46
4,"1,16,46,77",46
4,"1,16,46,78",46
4,"1,16,46,79",46
4,"1,16,46,80",46
4,"1,16,46,81",46
4,"1,16,46,82",46
4,"1,16,46,83",46
4,"1,16,46,84",46
4,"1,16,46,85",46
4,"1,16,46,86",46
4,"1,16,46,87",46
4,"1,16,46,88",46
4,"1,16,46,89",46
4,"1,16,46,90",46
4,"1,16,46,91",46
4,"1,16,46,92",46
4,"1,16,46,93",46
4,"1,16,46,94",46
4,"1,16,46,95",46
4,"1,16,46,96",46
4,"1,16,46,97",46
4,"1,16,46,98",46
4,"1,16,46,99",46
4,"1,16,51,87",46
4,"1,16,51,88",46
4,"1,16,51,89",46
4,"1,16,51,90",46
4,"1,16,51,91",46
4,"1,16,51,92",46
4,"1,16,51,93",46
4,"1,16,51,94",46
4,"1,16,51,95",46
4,"1,16,51,96",46
4,"1,16,51,97",46
4,"1,16,51,98",46
4,"1,16,51,99",46
4,"1,17,46,76",46
4,"1,17,46,77",46
4,"1,17,46,78",46
4,"1,17,46,79",46
4,"1,17,46,80",46
4,"1,17,46,81",46
4,"1,17,46,82",46
4,"1,17,46,83",46
4,"1,17,46,84",46
4,"1,17,46,85",46
4,"1,17,46,86",46
4,"1,17,46,87",46
4,"1,17,46,88",46
4,"1,17,46,89",46
4,"1,17,46,90",46
4,"1,17,46,91",46
4,"1,17,46,92",46
4,"1,17,46,93",46
4,"1,17,46,94",46
4,"1,17,46,95",46
4,"1,17,46,96",46
4,"1,17,46,97",46
4,"1,17,46,98",46
4,"1,17,46,99",46
4,"1,18,46,75",46
4,"1,18,46,76",46
4,"1,18,46,77",46
4,"1,18,46,78",46
4,"1,18,46,79",46
4,"1,18,46,80",46
4,"1,18,46,81",46
4,"1,18,46,82",46
4,"1,18,46,83",46
4,"1,18,46,84",46
4,"1,18,46,85",46
4,"1,18,46,86",46
4,"1,18,46,87",46
4,"1,18,46,88",46
4,"1,18,46,89",46
4,"1,18,46,90",46
4,"1,18,46,91",46
4,"1,18,46,92",46
4,"1,18,46,93",46
4,"1,18,46,94",46
4,"1,18,46,95",46
4,"1,18,46,96",46
4,"1,18,46,97",46
4,"1,18,46,98",46
4,"1,18,46,99",46
4,"1,18,54,91",46
4,"1,18,54,92",46
4,"1,18,54,93",46
4,"1,18,54,94",46
4,"1,18,54,95",46
4,"1,18,54,96",46
4,"1,18,54,97",46
4,"1,18,54,98",46
4,"1,18,54,99",46
4,"1,19,46,74",46
4,"1,19,46,75",46
4,"1,19,46,76",46
4,"1,19,46,77",46
4,"1,19,46,78",46
4,"1,19,46,79",46
4,"1,19,46,80",46
4,"1,19,46,81",46
4,"1,19,46,82",46
4,"1,19,46,83",46
4,"1,19,46,84",46
4,"1,19,46,85",46
4,"1,19,46,86",46
4,"1,19,46,87",46
4,"1,19,46,88",46
4,"1,19,46,89",46
4,"1,19,46,90",46
4,"1,19,46,91",46
4,"1,19,46,92",46
4,"1,19,46,93",46
4,"1,19,46,94",46
4,"1,19,46,95",46
4,"1,19,46,96",46
4,"1,19,46,97",46
4,"1,19,46,98",46
4,"1,19,46,99",46
4,"1,20,46,73",46
4,"1,20,46,74",46
4,"1,20,46,75",46
4,"1,20,46,76",46
4,"1,20,46,77",46
4,"1,20,46,78",46
4,"1,20,46,79",46
4,"1,20,46,80",46
4,"1,20,46,81",46
4,"1,20,46,82",46
4,"1,20,46,83",46
4,"1,20,46,84",46
4,"1,20,46,85",46
4,"1,20,46,86",46
4,"1,20,46,87",46
4,"1,20,46,88",46
4,"1,20,46,89",46
4,"1,20,46,90",46
4,"1,20,46,91",46
4,"1,20,46,92",46
4,"1,20,46,93",46
4,"1,20,46,94",46
4,"1,20,46,95",46
4,"1,20,46,96",46
4,"1,20,46,97",46
4,"1,20,46,98",46
4,"1,20,46,99",46
4,"1,20,57,95",46
4,"1,20,57,96",46
4,"1,20,57,97",46
4,"1,20,57,98",46
4,"1,20,57,99",46
4,"1,21,46,72",46
4,"1,21,46,73",46
4,"1,21,46,74",46
4,"1,21,46,75",46
4,"1,21,46,76",46
4,"1,21,46,77",46
4,"1,21,46,78",46
4,"1,21,46,79",46
4,"1,21,46,80",46
4,"1,21,46,81",46
4,"1,21,46,82",46
4,"1,21,46,83",46
4,"1,21,46,84",46
4,"1,21,46,85",46
4,"1,21,46,86",46
4,"1,21,46,87",46
4,"1,21,46,88",46
4,"1,21,46,89",46
4,"1,21,46,90",46
4,"1,21,46,91",46
4,"1,21,46,92",46
4,"1,21,46,93",46
4,"1,21,46,94",46
4,"1,21,46,95",46
4,"1,21,46,96",46
4,"1,21,46,97",46
4,"1,21,46,98",46
4,"1,21,46,99",46
4,"1,21,56,92",46
4,"1,21,56,93",46
4,"1,21,56,94",46
4,"1,21,56,95",46
4,"1,21,56,96",46
4,"1,21,56,97",46
4,"1,21,56,98",46
4,"1,21,56,99",46
4,"1,22,46,71",46
4,"1,22,46,72",46
4,"1,22,46,73",46
4,"1,22,46,74",46
4,"1,22,46,75",46
4,"1,22,46,76",46
4,"1,22,46,77",46
4,"1,22,46,78",46
4,"1,22,46,79",46
4,"1,22,46,80",46
4,"1,22,46,81",46
4,"1,22,46,82",46
4,"1,22,46,83",46
4,"1,22,46,84",46
4,"1,22,46,85",46
4,"1,22,46,86",46
4,"1,22,46,87",46
4,"1,22,46,88",46
4,"1,22,46,89",46
4,"1,22,46,90",46
4,"1,22,46,91",46
4,"1,22,46,92",46
4,"1,22,46,93",46
4,"1,22,46,94",46
4,"1,22,46,95",46
4,"1,22,46,96",46
4,"1,22,46,97",46
4,"1,22,46,98",46
